;;;PT. Dream Dare Discover;;;;;;;;;;
;;;Kuantitas Barang per Gudang;;;;;;;;;;
;;;Per Tgl. 19 Jan 2026;;;;;;;;;;
;;;"Cabang : Kantor Pusat, BALI AREA, Baby, Jakarta, Jawa Timur, Lombok, NTT, Online, Sulawesi, Sumatera, Gudang : Warehouse Bali ...";;;;;;;;;;
Nama Barang;;Kode Barang;;Warehouse Bali Gatsu - Box;Warehouse Bali Gatsu - Protol;Warehouse Bali Gatsu Reject;Warehouse Pluit;Warehouse Pluit Reject;Warehouse Pusat;Warehouse Pusat Protol;Warehouse Pusat Reject;;Total Nama Gudang
;;L1CMV204Z36;;45;0;0;4;0;32;0;0;;81
"LADIES CLASSIC METALIC 4, 37, GINGER SNAP";;L1CM04Z37;;0;0;0;0;0;0;0;2;;2
;;L1CMV104Z37;;0;0;0;0;0;0;0;0;;0
;;L1CMV204Z37;;45;0;0;4;0;32;0;0;;81
"LADIES CLASSIC METALIC 4, 38, GINGER SNAP";;L1CM04Z38;;0;0;0;0;0;0;1;3;;4
;;L1CMV104Z38;;0;0;0;3;0;0;0;0;;3
;;L1CMV204Z38;;135;6;0;12;0;96;0;0;;249
"LADIES CLASSIC METALIC 4, 39, GINGER SNAP";;L1CM04Z39;;0;0;0;2;0;0;0;4;;6
;;L1CMV104Z39;;0;0;0;7;0;0;1;3;;11
;;L1CMV204Z39;;180;11;0;16;0;128;0;1;;336
"LADIES CLASSIC METALIC 4, 40, GINGER SNAP";;L1CM04Z40;;0;0;0;0;0;0;0;0;;0
;;L1CMV104Z40;;0;0;0;2;0;0;0;1;;3
;;L1CMV204Z40;;90;0;0;8;0;64;0;2;;164
"LADIES CLASSIC METALIC 4, 41, GINGER SNAP";;L1CM04Z41;;0;0;0;0;0;0;0;0;;0
;;L1CMV104Z41;;0;0;0;1;0;0;0;1;;2
;;L1CMV204Z41;;45;0;0;4;0;32;0;0;;81
"LADIES CLASSIC METALIC 6, 36, WINE";;L1CMV206Z36;;54;0;0;4;0;7;0;0;;65
"LADIES CLASSIC METALIC 6, 37, WINE";;L1CMV206Z37;;54;0;0;4;0;7;0;1;;66
"LADIES CLASSIC METALIC 6, 38, WINE";;L1CMV206Z38;;162;0;0;12;0;21;0;2;;197
"LADIES CLASSIC METALIC 6, 39, WINE";;L1CMV206Z39;;216;0;0;16;0;28;1;3;;264
"LADIES CLASSIC METALIC 6, 40, WINE";;L1CMV206Z40;;108;0;0;8;0;14;0;2;;132
"LADIES CLASSIC METALIC 6, 41, WINE";;L1CMV206Z41;;54;0;0;4;0;7;0;0;;65
"LADIES CLASSIC METALIC 7, 36, OLIVE";;L1CMV207Z36;;40;0;0;4;0;3;0;2;;49
"LADIES CLASSIC METALIC 7, 37, OLIVE";;L1CMV207Z37;;40;0;0;4;0;3;0;1;;48
"LADIES CLASSIC METALIC 7, 38, OLIVE";;L1CMV207Z38;;120;0;0;12;0;9;0;2;;143
"LADIES CLASSIC METALIC 7, 39, OLIVE";;L1CMV207Z39;;160;0;0;16;0;12;0;2;;190
"LADIES CLASSIC METALIC 7, 40, OLIVE";;L1CMV207Z40;;80;0;0;8;0;6;0;2;;96
"LADIES CLASSIC METALIC 7, 41, OLIVE";;L1CMV207Z41;;40;0;0;4;0;3;0;0;;47
"LADIES CLASSIC METALIC 8, 36, MOCCHA MOUSE";;L1CMV208Z36;;49;0;1;6;0;82;0;0;;138
"LADIES CLASSIC METALIC 8, 37, MOCCHA MOUSE";;L1CMV208Z37;;49;0;1;6;0;82;1;0;;139
"LADIES CLASSIC METALIC 8, 38, MOCCHA MOUSE";;L1CMV208Z38;;147;0;3;18;0;246;3;3;;420
"LADIES CLASSIC METALIC 8, 39, MOCCHA MOUSE";;L1CMV208Z39;;196;0;0;24;0;328;3;4;;555
"LADIES CLASSIC METALIC 8, 40, MOCCHA MOUSE";;L1CMV208Z40;;98;0;0;12;0;164;2;2;;278
"LADIES CLASSIC METALIC 8, 41, MOCCHA MOUSE";;L1CMV208Z41;;49;0;0;6;0;82;0;1;;138
"LADIES CLASSIC METALIC 9, 36, PURPLE";;L1CMV209Z36;;68;0;0;6;0;56;1;0;;131
"LADIES CLASSIC METALIC 9, 37, PURPLE";;L1CMV209Z37;;68;0;0;5;0;56;1;1;;131
"LADIES CLASSIC METALIC 9, 38, PURPLE";;L1CMV209Z38;;204;0;0;18;0;168;1;2;;393
"LADIES CLASSIC METALIC 9, 39, PURPLE";;L1CMV209Z39;;272;4;0;24;0;224;4;2;;530
"LADIES CLASSIC METALIC 9, 40, PURPLE";;L1CMV209Z40;;136;0;0;12;0;112;1;4;;265
"LADIES CLASSIC METALIC 9, 41, PURPLE";;L1CMV209Z41;;68;0;0;6;0;56;1;0;;131
"LADIES CLASSIC PASTEL 1, 36, HAZELNUT";;L1CP01Z36;;0;0;0;0;0;0;0;2;;2
"LADIES CLASSIC PASTEL 1, 37, HAZELNUT";;L1CP01Z37;;0;0;0;0;0;0;0;7;;7
"LADIES CLASSIC PASTEL 1, 38, HAZELNUT";;L1CP01Z38;;0;0;0;0;0;0;0;11;;11
"LADIES CLASSIC PASTEL 1, 39, HAZELNUT";;L1CP01Z39;;0;0;0;0;0;0;2;8;;10
"LADIES CLASSIC PASTEL 1, 40, HAZELNUT";;L1CP01Z40;;0;0;0;0;0;0;0;4;;4
"LADIES CLASSIC PASTEL 1, 41, HAZELNUT";;L1CP01Z41;;0;0;0;0;0;0;0;0;;0
"LADIES CLASSIC PASTEL 2, 36, LILAC";;L1CP02Z36;;0;0;0;0;0;0;0;10;;10
"LADIES CLASSIC PASTEL 2, 37, LILAC";;L1CP02Z37;;0;0;0;0;0;0;0;29;;29
"LADIES CLASSIC PASTEL 2, 38, LILAC";;L1CP02Z38;;0;0;0;0;0;0;1;47;;48
"LADIES CLASSIC PASTEL 2, 39, LILAC";;L1CP02Z39;;0;0;0;0;0;0;0;51;;51
"LADIES CLASSIC PASTEL 2, 40, LILAC";;L1CP02Z40;;0;0;0;0;0;0;0;26;;26
"LADIES CLASSIC PASTEL 2, 41, LILAC";;L1CP02Z41;;0;0;0;0;0;0;0;19;;19
"LADIES CLASSIC PASTEL 3, 36, CANDY PINK";;L1CP03Z36;;0;0;0;0;0;0;0;1;;1
"LADIES CLASSIC PASTEL 3, 37, CANDY PINK";;L1CP03Z37;;0;0;0;0;0;0;1;6;;7
"LADIES CLASSIC PASTEL 3, 38, CANDY PINK";;L1CP03Z38;;0;0;0;0;0;0;1;5;;6
"LADIES CLASSIC PASTEL 3, 39, CANDY PINK";;L1CP03Z39;;0;0;0;0;0;0;0;4;;4
"LADIES CLASSIC PASTEL 3, 40, CANDY PINK";;L1CP03Z40;;0;0;0;0;0;0;0;2;;2
"LADIES CLASSIC PASTEL 3, 41, CANDY PINK";;L1CP03Z41;;0;0;0;0;0;0;1;2;;3
"LADIES CLASSIC PASTEL 4, 36, STEEL BLUE";;L1CP04Z36;;0;0;0;0;0;0;1;6;;7
"LADIES CLASSIC PASTEL 4, 37, STEEL BLUE";;L1CP04Z37;;0;0;0;1;0;0;1;8;;10
"LADIES CLASSIC PASTEL 4, 38, STEEL BLUE";;L1CP04Z38;;0;0;0;2;0;0;2;19;;23
"LADIES CLASSIC PASTEL 4, 39, STEEL BLUE";;L1CP04Z39;;0;0;0;2;0;0;4;20;;26
"LADIES CLASSIC PASTEL 4, 40, STEEL BLUE";;L1CP04Z40;;0;0;0;0;0;0;0;12;;12
"LADIES CLASSIC PASTEL 4, 41, STEEL BLUE";;L1CP04Z41;;0;0;0;0;0;0;2;3;;5
"LADIES COLLAB 1, 37/38, DOUGH DARLINGS";;SJ2A03CL1;;0;0;0;0;0;0;0;0;;0
"LADIES COLLAB 1, 39/40, DOUGH DARLINGS";;SJ2A04CL1;;0;0;0;0;0;0;0;0;;0
"LADIES COLLAB 1, 41/42, DOUGH DARLINGS";;SJ2A05CL1;;0;0;0;0;0;0;0;0;;0
"LADIES COLLAB 2, 37/38, ZUMA X HELLO KITTY NAVY";;SJ2A03CL2;;0;0;0;0;0;0;0;1;;1
"LADIES COLLAB 2, 39/40, ZUMA X HELLO KITTY NAVY";;SJ2A04CL2;;0;0;0;0;0;0;0;1;;1
"LADIES COLLAB 2, 41/42, ZUMA X HELLO KITTY NAVY";;SJ2A05CL2;;0;0;0;0;0;0;0;0;;0
"LADIES COLLAB 3, 37/38, ZUMA X GUDETAMA BEIGE";;SJ2A03CL3;;0;0;0;0;0;0;0;2;;2
"LADIES COLLAB 3, 39/40, ZUMA X GUDETAMA BEIGE";;SJ2A04CL3;;0;0;0;0;0;0;0;9;;9
"LADIES COLLAB 3, 41/42, ZUMA X GUDETAMA BEIGE";;SJ2A05CL3;;0;0;0;0;0;0;0;16;;16
"LADIES COLLAB 4, 37/38, ZUMA X GUDETAMA BLACK";;SJ2A03CL4;;0;0;0;0;0;0;0;4;;4
"LADIES COLLAB 4, 39/40, ZUMA X GUDETAMA BLACK";;SJ2A04CL4;;0;0;0;0;0;0;0;7;;7
"LADIES COLLAB 4, 41/42, ZUMA X GUDETAMA BLACK";;SJ2A05CL4;;0;0;0;0;0;0;0;18;;18
"LADIES COLLAB 5, 37/38, ZUMA X GUDETAMA YELLOW";;SJ2A03CL5;;0;0;0;0;0;0;0;0;;0
"LADIES COLLAB 5, 39/40, ZUMA X GUDETAMA YELLOW";;SJ2A04CL5;;0;0;0;0;0;0;0;1;;1
"LADIES COLLAB 5, 41/42, ZUMA X GUDETAMA YELLOW";;SJ2A05CL5;;0;0;0;0;0;0;0;27;;27
"LADIES ELSA 10, 36, SILVER NAVY";;E2A03EA10;;0;0;0;0;0;0;0;0;;0
;;E3EA10Z36;;0;0;0;0;0;0;2;0;;2
;;L1EA10Z36;;0;0;0;0;0;0;0;0;;0
;;L1EAV110Z36;;0;0;0;0;0;0;0;0;;0
;;L1EAV210Z36;;17;2;0;8;0;-1;1;2;;29
"LADIES ELSA 10, 37, SILVER NAVY";;E2A04EA10;;0;0;0;0;0;0;0;0;;0
;;E3EA10Z37;;0;0;0;0;0;0;7;0;;7
;;L1EA10Z37;;0;0;0;0;0;0;6;5;;11
;;L1EAV110Z37;;0;0;0;0;0;0;0;0;;0
;;L1EAV210Z37;;17;0;0;8;0;-1;1;0;;25
"LADIES ELSA 10, 38, SILVER NAVY";;E2A05EA10;;0;0;0;0;0;0;0;0;;0
;;E3EA10Z38;;0;0;0;0;0;0;9;0;;9
;;L1EA10Z38;;0;0;0;0;0;0;6;1;;7
;;L1EAV110Z38;;0;0;0;1;0;0;1;0;;2
;;L1EAV210Z38;;51;0;0;23;0;-3;6;0;;77
"LADIES ELSA 10, 39, SILVER NAVY";;E2A06EA10;;0;0;0;0;0;0;0;0;;0
;;E3EA10Z39;;0;0;0;0;0;0;3;0;;3
;;L1EA10Z39;;0;0;0;0;0;0;1;1;;2
;;L1EAV110Z39;;0;0;0;4;0;0;0;0;;4
;;L1EAV210Z39;;68;19;0;30;0;-4;8;0;;121
"LADIES ELSA 10, 40, SILVER NAVY";;E2A07EA10;;0;0;0;0;0;0;0;0;;0
;;E3EA10Z40;;0;0;0;0;0;0;0;0;;0
;;L1EA10Z40;;0;0;0;0;0;0;1;0;;1
;;L1EAV110Z40;;0;0;0;0;0;0;0;0;;0
;;L1EAV210Z40;;51;0;0;24;0;-4;4;0;;75
"LADIES ELSA 11, 36, GINGERSNAP";;L1EA11Z36;;0;0;0;0;0;0;0;4;;4
;;L1EAV111Z36;;0;0;0;0;0;0;0;2;;2
;;L1EAV211Z36;;64;0;0;4;0;9;0;0;;77
"LADIES ELSA 11, 36, SILVER GINGERSNAP";;E2A03EA11;;0;0;0;0;0;0;0;0;;0
"LADIES ELSA 11, 37, GINGERSNAP";;L1EA11Z37;;0;0;0;0;0;0;12;47;;59
;;L1EAV111Z37;;0;0;0;0;0;0;2;0;;2
;;L1EAV211Z37;;64;0;0;4;0;9;1;1;;79
"LADIES ELSA 11, 37, SILVER GINGERSNAP";;E2A04EA11;;0;0;0;0;0;0;0;1;;1
"LADIES ELSA 11, 38, GINGERSNAP";;L1EA11Z38;;0;0;0;0;0;0;4;10;;14
;;L1EAV111Z38;;0;0;0;0;0;0;2;5;;7
;;L1EAV211Z38;;192;0;0;12;0;27;1;5;;237
"LADIES ELSA 11, 38, SILVER GINGERSNAP";;E2A05EA11;;0;0;0;0;0;0;0;0;;0
"LADIES ELSA 11, 39, GINGERSNAP";;L1EA11Z39;;0;0;0;1;0;0;9;14;;24
;;L1EAV111Z39;;0;0;0;4;0;0;5;4;;13
;;L1EAV211Z39;;256;10;0;15;0;36;7;4;;328
"LADIES ELSA 11, 39, SILVER GINGERSNAP";;E2A06EA11;;0;0;0;0;0;0;0;0;;0
"LADIES ELSA 11, 40, GINGERSNAP";;L1EA11Z40;;0;0;0;0;0;0;1;7;;8
;;L1EAV111Z40;;0;0;0;0;0;0;0;3;;3
;;L1EAV211Z40;;192;0;0;10;0;27;0;1;;230
"LADIES ELSA 11, 40, SILVER GINGERSNAP";;E2A07EA11;;0;0;0;0;0;0;0;0;;0
"LADIES ELSA 12, 36, BROWINE GOLD";;L1EA12Z36;;0;0;0;0;0;0;0;1;;1
;;L1EAV112Z36;;0;0;0;0;0;0;0;0;;0
;;L1EAV212Z36;;28;0;0;4;0;19;0;0;;51
"LADIES ELSA 12, 37, BROWINE GOLD";;L1EA12Z37;;0;0;0;0;0;0;4;0;;4
;;L1EAV112Z37;;0;0;0;0;0;0;0;0;;0
;;L1EAV212Z37;;28;0;0;4;0;19;0;0;;51
"LADIES ELSA 12, 38, BROWINE GOLD";;L1EA12Z38;;0;1;0;0;0;0;8;1;;10
;;L1EAV112Z38;;0;1;1;0;0;0;1;0;;3
;;L1EAV212Z38;;84;0;0;12;0;57;5;0;;158
"LADIES ELSA 12, 39, BROWINE GOLD";;L1EA12Z39;;0;0;0;0;0;0;5;1;;6
;;L1EAV112Z39;;0;1;0;0;0;0;3;0;;4
;;L1EAV212Z39;;112;1;0;16;0;76;5;0;;210
"LADIES ELSA 12, 40, BROWINE GOLD";;L1EA12Z40;;0;0;0;0;0;0;1;0;;1
;;L1EAV112Z40;;0;1;0;0;0;0;0;0;;1
;;L1EAV212Z40;;84;1;0;12;0;57;0;0;;154
"LADIES ELSA 13, 36, CHESTNUT";;L1EAV213Z36;;0;0;0;3;0;0;0;0;;3
"LADIES ELSA 13, 37, CHESTNUT";;L1EAV213Z37;;0;0;0;3;0;0;0;0;;3
"LADIES ELSA 13, 38, CHESTNUT";;L1EAV213Z38;;0;0;0;9;0;0;0;0;;9
"LADIES ELSA 13, 39, CHESTNUT";;L1EAV213Z39;;0;10;0;12;0;-2;2;1;;23
"LADIES ELSA 13, 40, CHESTNUT";;L1EAV213Z40;;0;0;0;9;0;0;0;0;;9
"LADIES ELSA 14, 36, TERRACOTA";;L1EAV214Z36;;0;0;0;0;0;0;0;0;;0
"LADIES ELSA 14, 37, TERRACOTA";;L1EAV214Z37;;0;0;0;0;0;0;0;0;;0
"LADIES ELSA 14, 38, TERRACOTA";;L1EAV214Z38;;0;0;4;0;0;0;1;4;;9
"LADIES ELSA 14, 39, TERRACOTA";;L1EAV214Z39;;0;14;1;0;0;0;5;8;;28
"LADIES ELSA 14, 40, TERRACOTA";;L1EAV214Z40;;0;0;0;0;0;0;0;3;;3
"LADIES ELSA 15, 36, BLUSH";;L1EAV215Z36;;0;0;0;0;0;0;0;2;;2
"LADIES ELSA 15, 37, BLUSH";;L1EAV215Z37;;0;0;0;0;0;0;2;1;;3
"LADIES ELSA 15, 38, BLUSH";;L1EAV215Z38;;0;0;1;0;0;0;10;9;;20
"LADIES ELSA 15, 39, BLUSH";;L1EAV215Z39;;0;0;10;0;0;0;13;17;;40
"LADIES ELSA 15, 40, BLUSH";;L1EAV215Z40;;0;0;1;0;0;0;7;3;;11
"LADIES ELSA 16, 36, SAND GOLD";;L1EAV216Z36;;0;0;0;0;0;0;0;0;;0
"LADIES ELSA 16, 37, SAND GOLD";;L1EAV216Z37;;0;0;0;0;0;0;0;0;;0
"LADIES ELSA 16, 38, SAND GOLD";;L1EAV216Z38;;0;0;0;0;0;0;0;0;;0
"LADIES ELSA 16, 39, SAND GOLD";;L1EAV216Z39;;0;1;0;0;0;0;2;1;;4
"LADIES ELSA 16, 40, SAND GOLD";;L1EAV216Z40;;0;0;0;0;0;0;0;0;;0
"LADIES ELSA 17, 36, SKY BLUE";;L1EAV217Z36;;0;0;1;2;0;0;2;0;;5
"LADIES ELSA 17, 37, SKY BLUE";;L1EAV217Z37;;0;0;1;2;0;0;4;0;;7
"LADIES ELSA 17, 38, SKY BLUE";;L1EAV217Z38;;0;0;0;6;0;0;14;3;;23
"LADIES ELSA 17, 39, SKY BLUE";;L1EAV217Z39;;0;0;3;8;0;0;19;7;;37
"LADIES ELSA 17, 40, SKY BLUE";;L1EAV217Z40;;0;0;2;6;0;0;11;7;;26
"LADIES ELSA 6, 36, JET BLACK";;E2A03EA6;;0;0;0;0;0;0;0;0;;0
;;L1EA06Z36;;0;1;0;0;0;0;1;1;;3
;;L1EAV206Z36;;0;0;0;3;0;0;0;0;;3
"LADIES ELSA 6, 37, JET BLACK";;E2A04EA6;;0;0;0;0;0;0;0;1;;1
;;L1EA06Z37;;0;9;0;0;0;0;38;1;;48
;;L1EAV206Z37;;0;0;0;3;0;0;0;0;;3
"LADIES ELSA 6, 38, JET BLACK";;E2A05EA6;;0;0;0;0;0;0;0;0;;0
;;L1EA06Z38;;0;1;0;0;0;0;50;0;;51
;;L1EAV206Z38;;0;7;0;11;0;0;0;0;;18
"LADIES ELSA 6, 39, JET BLACK";;E2A06EA6;;0;0;0;0;0;0;0;0;;0
;;L1EA06Z39;;0;1;0;0;0;0;57;2;;60
;;L1EAV206Z39;;0;22;0;13;0;0;0;0;;35
"LADIES ELSA 6, 40, JET BLACK";;E2A07EA6;;0;0;0;0;0;0;0;0;;0
;;L1EA06Z40;;0;1;0;0;0;0;16;0;;17
;;L1EAV206Z40;;0;2;0;9;0;0;0;0;;11
"LADIES ELSA 7, 36, BLACK GOLD";;E2A03EA7;;0;0;0;0;0;0;0;0;;0
;;L1EA07Z36;;0;0;0;0;0;0;0;0;;0
;;L1EAV207Z36;;0;0;0;0;0;0;0;0;;0
"LADIES ELSA 7, 37, BLACK GOLD";;E2A04EA7;;0;0;0;0;0;0;0;0;;0
;;L1EA07Z37;;0;13;1;2;0;0;15;0;;31
;;L1EAV207Z37;;0;0;0;0;0;0;0;0;;0
"LADIES ELSA 7, 38, BLACK GOLD";;E2A05EA7;;0;0;0;0;0;0;0;0;;0
;;L1EA07Z38;;0;5;0;5;0;0;23;0;;33
;;L1EAV207Z38;;0;0;0;2;0;0;0;0;;2
"LADIES ELSA 7, 39, BLACK GOLD";;E2A06EA7;;0;0;0;0;0;0;0;0;;0
;;L1EA07Z39;;0;0;0;6;0;0;1;2;;9
;;L1EAV207Z39;;0;0;0;4;0;0;1;0;;5
"LADIES ELSA 7, 40, BLACK GOLD";;E2A07EA7;;0;0;0;0;0;0;0;0;;0
;;L1EA07Z40;;0;0;0;1;0;0;0;0;;1
;;L1EAV207Z40;;0;0;0;1;0;0;0;0;;1
"LADIES ELSA 8, 36, SILVER BLACK";;E2A03EA8;;0;0;0;0;0;0;0;0;;0
;;L1EA08Z36;;0;0;0;0;0;0;0;0;;0
"LADIES ELSA 8, 37, SILVER BLACK";;E2A04EA8;;0;0;0;0;0;0;0;0;;0
;;L1EA08Z37;;0;0;0;1;0;0;0;0;;1
"LADIES ELSA 8, 38, SILVER BLACK";;E2A05EA8;;0;0;0;0;0;0;0;0;;0
;;L1EA08Z38;;0;0;0;5;0;0;3;3;;11
"LADIES ELSA 8, 39, SILVER BLACK";;E2A06EA8;;0;0;0;0;0;0;0;0;;0
;;L1EA08Z39;;0;0;0;5;0;0;1;0;;6
"LADIES ELSA 8, 40, SILVER BLACK";;E2A07EA8;;0;0;0;0;0;0;0;0;;0
;;L1EA08Z40;;0;0;0;0;0;0;1;0;;1
"LADIES ELSA 9, 36, SILVER GREY";;E2A03EA9;;0;0;0;0;0;0;0;1;;1
"LADIES ELSA 9, 37, SILVER GREY";;E2A04EA9;;0;0;0;0;0;0;0;5;;5
"LADIES ELSA 9, 38, SILVER GREY";;E2A05EA9;;0;0;0;0;0;0;0;2;;2
"LADIES ELSA 9, 39, SILVER GREY";;E2A06EA9;;0;0;0;0;0;0;0;0;;0
"LADIES ELSA 9, 40, SILVER GREY";;E2A07EA9;;0;0;0;0;0;0;0;0;;0
"LADIES ELSA SURFER GIRL 1, 36, BLACK";;L1ES01Z36;;0;0;0;-1;0;0;0;4;;3
"LADIES ELSA SURFER GIRL 1, 37, BLACK";;L1ES01Z37;;0;0;0;-11;0;0;0;42;;31
"LADIES ELSA SURFER GIRL 1, 38, BLACK";;L1ES01Z38;;0;0;0;-13;0;0;0;18;;5
"LADIES ELSA SURFER GIRL 1, 39, BLACK";;L1ES01Z39;;0;0;0;-37;0;0;1;17;;-19
"LADIES ELSA SURFER GIRL 1, 40, BLACK";;L1ES01Z40;;0;0;0;-12;0;0;1;3;;-8
"LADIES ELSA SURFER GIRL 2, 36, NAVY";;L1ES02Z36;;0;0;0;0;0;0;0;0;;0
"LADIES ELSA SURFER GIRL 2, 37, NAVY";;L1ES02Z37;;0;0;0;0;0;0;0;8;;8
"LADIES ELSA SURFER GIRL 2, 38, NAVY";;L1ES02Z38;;0;0;0;0;0;0;1;4;;5
"LADIES ELSA SURFER GIRL 2, 39, NAVY";;L1ES02Z39;;0;0;0;1;0;0;0;1;;2
"LADIES ELSA SURFER GIRL 2, 40, NAVY";;L1ES02Z40;;0;0;0;-1;0;0;0;1;;0
"LADIES ELSA SURFER GIRL 3, 36, PINK";;L1ES03Z36;;0;0;0;0;0;0;0;8;;8
"LADIES ELSA SURFER GIRL 3, 37, PINK";;L1ES03Z37;;0;0;0;2;0;0;25;56;;83
"LADIES ELSA SURFER GIRL 3, 38, PINK";;L1ES03Z38;;0;0;0;5;0;0;16;47;;68
"LADIES ELSA SURFER GIRL 3, 39, PINK";;L1ES03Z39;;0;0;0;1;0;0;24;68;;93
"LADIES ELSA SURFER GIRL 3, 40, PINK";;L1ES03Z40;;0;0;0;0;0;0;14;29;;43
"LADIES ELSA SURFER GIRL 4, 36, OLIVE";;L1ES04Z36;;0;0;0;0;0;0;0;4;;4
"LADIES ELSA SURFER GIRL 4, 37, OLIVE";;L1ES04Z37;;0;0;0;0;0;0;0;24;;24
"LADIES ELSA SURFER GIRL 4, 38, OLIVE";;L1ES04Z38;;0;0;0;0;0;0;0;18;;18
"LADIES ELSA SURFER GIRL 4, 39, OLIVE";;L1ES04Z39;;0;0;0;0;0;0;1;11;;12
"LADIES ELSA SURFER GIRL 4, 40, OLIVE";;L1ES04Z40;;0;0;0;0;0;0;0;8;;8
"LADIES FLO 1, 36, BLACK";;L1FL01Z36;;0;0;0;0;0;0;7;17;;24
;;L1FLO01Z36;;0;0;0;0;0;0;0;0;;0
;;L1FLV101Z36;;58;0;0;6;0;111;2;1;;178
"LADIES FLO 1, 37, BLACK";;L1FL01Z37;;0;10;0;3;0;0;50;13;;76
;;L1FLO01Z37;;0;0;0;0;0;0;0;1;;1
;;L1FLV101Z37;;174;43;1;24;0;333;47;5;;627
"LADIES FLO 1, 38, BLACK";;L1FL01Z38;;0;1;0;0;0;0;30;18;;49
;;L1FLO01Z38;;0;0;0;0;0;0;0;0;;0
;;L1FLV101Z38;;174;1;0;26;0;333;41;6;;581
"LADIES FLO 1, 39, BLACK";;L1FL01Z39;;0;1;3;4;0;0;28;54;;90
;;L1FLO01Z39;;0;0;0;0;0;0;0;1;;1
;;L1FLV101Z39;;174;0;0;25;0;332;45;14;;590
"LADIES FLO 1, 40, BLACK";;L1FL01Z40;;0;0;1;2;0;0;22;34;;59
;;L1FLO01Z40;;0;0;0;0;0;0;0;0;;0
;;L1FLV101Z40;;116;0;0;12;0;222;19;5;;374
"LADIES FLO 10, 36, REDWOOD";;L1FLV110Z36;;0;0;0;0;0;0;0;0;;0
"LADIES FLO 10, 37, REDWOOD";;L1FLV110Z37;;0;0;0;0;0;0;0;0;;0
"LADIES FLO 10, 38, REDWOOD";;L1FLV110Z38;;0;0;0;2;0;0;0;1;;3
"LADIES FLO 10, 39, REDWOOD";;L1FLV110Z39;;0;0;0;2;0;0;0;1;;3
"LADIES FLO 10, 40, REDWOOD";;L1FLV110Z40;;0;0;0;0;0;0;0;0;;0
"LADIES FLO 2, 36, MINT";;L1FLO02Z36;;0;0;0;0;0;0;0;0;;0
"LADIES FLO 2, 37, MINT";;L1FLO02Z37;;0;0;0;0;0;0;0;1;;1
"LADIES FLO 2, 38, MINT";;L1FLO02Z38;;0;0;0;0;0;0;0;2;;2
"LADIES FLO 2, 39, MINT";;L1FLO02Z39;;0;0;0;0;0;0;0;1;;1
"LADIES FLO 2, 40, MINT";;L1FLO02Z40;;0;0;0;0;0;0;0;1;;1
"LADIES FLO 3, 36, LIGHT BROWN";;L1FL03Z36;;0;0;1;2;0;0;2;13;;18
;;L1FLO03Z36;;0;0;0;0;0;0;0;0;;0
;;L1FLV103Z36;;30;0;0;5;0;-31;1;2;;7
"LADIES FLO 3, 37, LIGHT BROWN";;L1FL03Z37;;0;17;0;6;0;0;12;15;;50
;;L1FLO03Z37;;0;0;0;0;0;0;0;0;;0
;;L1FLV103Z37;;90;9;0;17;0;-93;5;3;;31
"LADIES FLO 3, 38, LIGHT BROWN";;L1FL03Z38;;0;3;0;4;0;0;8;20;;35
;;L1FLO03Z38;;0;0;0;0;0;0;0;0;;0
;;L1FLV103Z38;;90;0;0;16;0;-93;6;5;;24
"LADIES FLO 3, 39, LIGHT BROWN";;L1FL03Z39;;0;0;1;7;0;0;8;66;;82
;;L1FLO03Z39;;0;0;0;0;0;0;0;0;;0
;;L1FLV103Z39;;90;0;0;22;0;-93;3;11;;33
"LADIES FLO 3, 40, LIGHT BROWN";;L1FL03Z40;;0;0;4;1;0;0;4;47;;56
;;L1FLO03Z40;;0;0;0;0;0;0;0;0;;0
;;L1FLV103Z40;;60;0;1;12;0;-62;2;9;;22
"LADIES FLO 4, 36, LILAC";;L1FLO04Z36;;0;0;0;0;0;0;0;0;;0
"LADIES FLO 4, 37, LILAC";;L1FLO04Z37;;0;0;0;0;0;0;0;3;;3
"LADIES FLO 4, 38, LILAC";;L1FLO04Z38;;0;0;0;0;0;0;0;3;;3
"LADIES FLO 4, 39, LILAC";;L1FLO04Z39;;0;0;0;0;0;0;0;3;;3
"LADIES FLO 4, 40, LILAC";;L1FLO04Z40;;0;0;0;0;0;0;0;1;;1
"LADIES FLO 5, 36, WHITE";;L1FL05Z36;;0;0;1;1;0;0;0;7;;9
"LADIES FLO 5, 37, WHITE";;L1FL05Z37;;0;6;0;9;0;0;0;53;;68
"LADIES FLO 5, 38, WHITE";;L1FL05Z38;;0;0;2;10;0;0;4;28;;44
"LADIES FLO 5, 39, WHITE";;L1FL05Z39;;0;0;1;7;0;0;3;76;;87
"LADIES FLO 5, 40, WHITE";;L1FL05Z40;;0;0;2;3;0;0;1;59;;65
"LADIES FLO 6, 36, ROSE";;L1FL06Z36;;0;0;1;0;0;0;0;5;;6
"LADIES FLO 6, 37, ROSE";;L1FL06Z37;;0;0;0;4;0;0;4;15;;23
"LADIES FLO 6, 38, ROSE";;L1FL06Z38;;0;0;0;2;0;0;0;4;;6
"LADIES FLO 6, 39, ROSE";;L1FL06Z39;;0;3;0;7;0;0;0;18;;28
"LADIES FLO 6, 40, ROSE";;L1FL06Z40;;0;1;2;2;0;0;0;19;;24
"LADIES FLO 7, 36, OTTER";;L1FL07Z36;;0;0;0;0;0;0;0;8;;8
