DATABASE KODE SKU,,3,4,5,6,7,8,9,10,11
,,,,,,,,,,
Kode Variant(*),Kode(*),Japit Fashion,Nama Barang,Nama Variant(*),Ukuran(*),Tier,Gender,Seri,Series,Version
B2CL10Z31,B2CL10,Jepit,BOYS COLLAB 10 DISNEY MICKEY LAVA,"BOYS COLLAB 10, 31/32, DISNEY MICKEY LAVA",31/32,3,BOYS,MICKEYV1,MICKEY,V1
B2CL10Z33,B2CL10,Jepit,BOYS COLLAB 10 DISNEY MICKEY LAVA,"BOYS COLLAB 10, 33/34, DISNEY MICKEY LAVA",33/34,3,BOYS,MICKEYV1,MICKEY,V1
B2CL11Z29,B2CL11,Jepit,BOYS COLLAB 11 DISNEY MICKEY DOVE,"BOYS COLLAB 11, 29/30, DISNEY MICKEY DOVE",29/30,3,BOYS,MICKEYV1,MICKEY,V1
B2CL11Z31,B2CL11,Jepit,BOYS COLLAB 11 DISNEY MICKEY DOVE,"BOYS COLLAB 11, 31/32, DISNEY MICKEY DOVE",31/32,3,BOYS,MICKEYV1,MICKEY,V1
B2CL11Z33,B2CL11,Jepit,BOYS COLLAB 11 DISNEY MICKEY DOVE,"BOYS COLLAB 11, 33/34, DISNEY MICKEY DOVE",33/34,3,BOYS,MICKEYV1,MICKEY,V1
B2CL12Z33,B2CL12,Jepit,BOYS COLLAB 12 BATMAN NAVY GREY,"BOYS COLLAB 12, 33/34, BATMAN NAVY GREY",33/34,3,BOYS,BATMAN,BATMAN,V1
B2CL12Z35,B2CL12,Jepit,BOYS COLLAB 12 BATMAN NAVY GREY,"BOYS COLLAB 12, 35/36, BATMAN NAVY GREY",35/36,3,BOYS,BATMAN,BATMAN,V1
B2CL12Z37,B2CL12,Jepit,BOYS COLLAB 12 BATMAN NAVY GREY,"BOYS COLLAB 12, 37/38, BATMAN NAVY GREY",37/38,3,BOYS,BATMAN,BATMAN,V1
B2CL13Z33,B2CL13,Jepit,BOYS COLLAB 13 BATMAN GREY YELLOW,"BOYS COLLAB 13, 33/34, BATMAN GREY YELLOW",33/34,3,BOYS,BATMAN,BATMAN,V1
B2CL13Z35,B2CL13,Jepit,BOYS COLLAB 13 BATMAN GREY YELLOW,"BOYS COLLAB 13, 35/36, BATMAN GREY YELLOW",35/36,3,BOYS,BATMAN,BATMAN,V1
B2CL13Z37,B2CL13,Jepit,BOYS COLLAB 13 BATMAN GREY YELLOW,"BOYS COLLAB 13, 37/38, BATMAN GREY YELLOW",37/38,3,BOYS,BATMAN,BATMAN,V1
SJ1K03CL2,SJ1KCL2,Jepit,BOYS COLLAB 2 ZUMA X GUDETAMA YELLOW,"BOYS COLLAB 2, 29/30, ZUMA X GUDETAMA YELLOW",29/30,6,BOYS,COLLABV1,GUDETAMA,V1
SJ1K04CL2,SJ1KCL2,Jepit,BOYS COLLAB 2 ZUMA X GUDETAMA YELLOW,"BOYS COLLAB 2, 31/32, ZUMA X GUDETAMA YELLOW",31/32,6,BOYS,COLLABV1,GUDETAMA,V1
SJ1K05CL2,SJ1KCL2,Jepit,BOYS COLLAB 2 ZUMA X GUDETAMA YELLOW,"BOYS COLLAB 2, 33/34, ZUMA X GUDETAMA YELLOW",33/34,6,BOYS,COLLABV1,GUDETAMA,V1
SJ1K06CL2,SJ1KCL2,Jepit,BOYS COLLAB 2 ZUMA X GUDETAMA YELLOW,"BOYS COLLAB 2, 35/36, ZUMA X GUDETAMA YELLOW",35/36,6,BOYS,COLLABV1,GUDETAMA,V1
SJ1K03CL3,SJ1KCL3,Jepit,BOYS COLLAB 3 DISNEY MICKEY BLACK,"BOYS COLLAB 3, 29/30, DISNEY MICKEY BLACK",29/30,6,BOYS,COLLABV1,MICKEY,V1
SJ1K04CL3,SJ1KCL3,Jepit,BOYS COLLAB 3 DISNEY MICKEY BLACK,"BOYS COLLAB 3, 31/32, DISNEY MICKEY BLACK",31/32,6,BOYS,COLLABV1,MICKEY,V1
SJ1K05CL3,SJ1KCL3,Jepit,BOYS COLLAB 3 DISNEY MICKEY BLACK,"BOYS COLLAB 3, 33/34, DISNEY MICKEY BLACK",33/34,6,BOYS,COLLABV1,MICKEY,V1
SJ1K06CL3,SJ1KCL3,Jepit,BOYS COLLAB 3 DISNEY MICKEY BLACK,"BOYS COLLAB 3, 35/36, DISNEY MICKEY BLACK",35/36,6,BOYS,COLLABV1,MICKEY,V1
SJ1K03CL4,SJ1KCL4,Jepit,BOYS COLLAB 4 DISNEY MICKEY RED,"BOYS COLLAB 4, 29/30, DISNEY MICKEY RED",29/30,6,BOYS,COLLABV1,MICKEY,V1
SJ1K04CL4,SJ1KCL4,Jepit,BOYS COLLAB 4 DISNEY MICKEY RED,"BOYS COLLAB 4, 31/32, DISNEY MICKEY RED",31/32,6,BOYS,COLLABV1,MICKEY,V1
SJ1K05CL4,SJ1KCL4,Jepit,BOYS COLLAB 4 DISNEY MICKEY RED,"BOYS COLLAB 4, 33/34, DISNEY MICKEY RED",33/34,6,BOYS,COLLABV1,MICKEY,V1
SJ1K06CL4,SJ1KCL4,Jepit,BOYS COLLAB 4 DISNEY MICKEY RED,"BOYS COLLAB 4, 35/36, DISNEY MICKEY RED",35/36,6,BOYS,COLLABV1,MICKEY,V1
M1KZ28CL5,M1KZCL5,Jepit,BOYS COLLAB 5 SPACE JAM 01 BLACK,"BOYS COLLAB 5, 28, SPACE JAM 01 BLACK",28,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ29CL5,M1KZCL5,Jepit,BOYS COLLAB 5 SPACE JAM 01 BLACK,"BOYS COLLAB 5, 29, SPACE JAM 01 BLACK",29,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ30CL5,M1KZCL5,Jepit,BOYS COLLAB 5 SPACE JAM 01 BLACK,"BOYS COLLAB 5, 30, SPACE JAM 01 BLACK",30,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ31CL5,M1KZCL5,Jepit,BOYS COLLAB 5 SPACE JAM 01 BLACK,"BOYS COLLAB 5, 31, SPACE JAM 01 BLACK",31,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ32CL5,M1KZCL5,Jepit,BOYS COLLAB 5 SPACE JAM 01 BLACK,"BOYS COLLAB 5, 32, SPACE JAM 01 BLACK",32,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ28CL6,M1KZCL6,Jepit,BOYS COLLAB 6 SPACE JAM 01 GREY,"BOYS COLLAB 6, 28, SPACE JAM 01 GREY",28,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ29CL6,M1KZCL6,Jepit,BOYS COLLAB 6 SPACE JAM 01 GREY,"BOYS COLLAB 6, 29, SPACE JAM 01 GREY",29,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ30CL6,M1KZCL6,Jepit,BOYS COLLAB 6 SPACE JAM 01 GREY,"BOYS COLLAB 6, 30, SPACE JAM 01 GREY",30,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ31CL6,M1KZCL6,Jepit,BOYS COLLAB 6 SPACE JAM 01 GREY,"BOYS COLLAB 6, 31, SPACE JAM 01 GREY",31,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ32CL6,M1KZCL6,Jepit,BOYS COLLAB 6 SPACE JAM 01 GREY,"BOYS COLLAB 6, 32, SPACE JAM 01 GREY",32,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ28CL7,M1KZCL7,Jepit,BOYS COLLAB 7 SPACE JAM 02 ROYAL BLUE,"BOYS COLLAB 7, 28, SPACE JAM 02 ROYAL BLUE",28,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ29CL7,M1KZCL7,Jepit,BOYS COLLAB 7 SPACE JAM 02 ROYAL BLUE,"BOYS COLLAB 7, 29, SPACE JAM 02 ROYAL BLUE",29,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ30CL7,M1KZCL7,Jepit,BOYS COLLAB 7 SPACE JAM 02 ROYAL BLUE,"BOYS COLLAB 7, 30, SPACE JAM 02 ROYAL BLUE",30,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ31CL7,M1KZCL7,Jepit,BOYS COLLAB 7 SPACE JAM 02 ROYAL BLUE,"BOYS COLLAB 7, 31, SPACE JAM 02 ROYAL BLUE",31,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ32CL7,M1KZCL7,Jepit,BOYS COLLAB 7 SPACE JAM 02 ROYAL BLUE,"BOYS COLLAB 7, 32, SPACE JAM 02 ROYAL BLUE",32,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ28CL8,M1KZCL8,Jepit,BOYS COLLAB 8 SPACE JAM 02 TURQUOISE,"BOYS COLLAB 8, 28, SPACE JAM 02 TURQUOISE",28,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ29CL8,M1KZCL8,Jepit,BOYS COLLAB 8 SPACE JAM 02 TURQUOISE,"BOYS COLLAB 8, 29, SPACE JAM 02 TURQUOISE",29,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ30CL8,M1KZCL8,Jepit,BOYS COLLAB 8 SPACE JAM 02 TURQUOISE,"BOYS COLLAB 8, 30, SPACE JAM 02 TURQUOISE",30,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ31CL8,M1KZCL8,Jepit,BOYS COLLAB 8 SPACE JAM 02 TURQUOISE,"BOYS COLLAB 8, 31, SPACE JAM 02 TURQUOISE",31,6,BOYS,SPACEJAMV2,SPACEJAM,V0
M1KZ32CL8,M1KZCL8,Jepit,BOYS COLLAB 8 SPACE JAM 02 TURQUOISE,"BOYS COLLAB 8, 32, SPACE JAM 02 TURQUOISE",32,6,BOYS,SPACEJAMV2,SPACEJAM,V0
B2CL09Z29,B2CL09,Jepit,BOYS COLLAB 9 DISNEY MICKEY BLACK,"BOYS COLLAB 9, 29/30, DISNEY MICKEY BLACK",29/30,3,BOYS,MICKEYV1,MICKEY,V1
B2CL09Z31,B2CL09,Jepit,BOYS COLLAB 9 DISNEY MICKEY BLACK,"BOYS COLLAB 9, 31/32, DISNEY MICKEY BLACK",31/32,3,BOYS,MICKEYV1,MICKEY,V1
B2CL09Z33,B2CL09,Jepit,BOYS COLLAB 9 DISNEY MICKEY BLACK,"BOYS COLLAB 9, 33/34, DISNEY MICKEY BLACK",33/34,3,BOYS,MICKEYV1,MICKEY,V1
M1KZ34ON1,M1KZON1,Fashion,BOYS ONYX 1 BLACK BLACK,"BOYS ONYX 1, 34, BLACK BLACK",34,6,BOYS,ONYXV2,ONYX,V0
B1ON01Z34,B1ON01,Fashion,BOYS ONYX 1 BLACK BLACK,"BOYS ONYX 1, 34, BLACK BLACK",34,3,BOYS,ONYXV2,ONYX,V0
M1KZ35ON1,M1KZON1,Fashion,BOYS ONYX 1 BLACK BLACK,"BOYS ONYX 1, 35, BLACK BLACK",35,6,BOYS,ONYXV2,ONYX,V0
B1ON01Z35,B1ON01,Fashion,BOYS ONYX 1 BLACK BLACK,"BOYS ONYX 1, 35, BLACK BLACK",35,3,BOYS,ONYXV2,ONYX,V0
M1KZ36ON1,M1KZON1,Fashion,BOYS ONYX 1 BLACK BLACK,"BOYS ONYX 1, 36, BLACK BLACK",36,6,BOYS,ONYXV2,ONYX,V0
B1ON01Z36,B1ON01,Fashion,BOYS ONYX 1 BLACK BLACK,"BOYS ONYX 1, 36, BLACK BLACK",36,3,BOYS,ONYXV2,ONYX,V0
B1ON01Z37,B1ON01,Fashion,BOYS ONYX 1 BLACK BLACK,"BOYS ONYX 1, 37, BLACK BLACK",37,3,BOYS,ONYXV2,ONYX,V0
M1KZ37ON1,M1KZON1,Fashion,BOYS ONYX 1 BLACK BLACK,"BOYS ONYX 1, 37, BLACK BLACK",37,6,BOYS,ONYXV2,ONYX,V0
B1ON02Z34,B1ON02,Fashion,BOYS ONYX 2 ARMY BLACK,"BOYS ONYX 2, 34, ARMY BLACK",34,3,BOYS,ONYXV2,ONYX,V0
M1KZ34ON2,M1KZON2,Fashion,BOYS ONYX 2 ARMY BLACK,"BOYS ONYX 2, 34, ARMY BLACK",34,6,BOYS,ONYXV2,ONYX,V0
M1KZ35ON2,M1KZON2,Fashion,BOYS ONYX 2 ARMY BLACK,"BOYS ONYX 2, 35, ARMY BLACK",35,6,BOYS,ONYXV2,ONYX,V0
B1ON02Z35,B1ON02,Fashion,BOYS ONYX 2 ARMY BLACK,"BOYS ONYX 2, 35, ARMY BLACK",35,3,BOYS,ONYXV2,ONYX,V0
B1ON02Z36,B1ON02,Fashion,BOYS ONYX 2 ARMY BLACK,"BOYS ONYX 2, 36, ARMY BLACK",36,3,BOYS,ONYXV2,ONYX,V0
M1KZ36ON2,M1KZON2,Fashion,BOYS ONYX 2 ARMY BLACK,"BOYS ONYX 2, 36, ARMY BLACK",36,6,BOYS,ONYXV2,ONYX,V0
B1ON02Z37,B1ON02,Fashion,BOYS ONYX 2 ARMY BLACK,"BOYS ONYX 2, 37, ARMY BLACK",37,3,BOYS,ONYXV2,ONYX,V0
M1KZ37ON2,M1KZON2,Fashion,BOYS ONYX 2 ARMY BLACK,"BOYS ONYX 2, 37, ARMY BLACK",37,6,BOYS,ONYXV2,ONYX,V0
B1ON03Z34,B1ON03,Fashion,BOYS ONYX 3 NAVY GREY,"BOYS ONYX 3, 34, NAVY GREY",34,3,BOYS,ONYXV2,ONYX,V0
M1KZ34ON3,M1KZON3,Fashion,BOYS ONYX 3 NAVY GREY,"BOYS ONYX 3, 34, NAVY GREY",34,6,BOYS,ONYXV2,ONYX,V0
M1KZ35ON3,M1KZON3,Fashion,BOYS ONYX 3 NAVY GREY,"BOYS ONYX 3, 35, NAVY GREY",35,6,BOYS,ONYXV2,ONYX,V0
B1ON03Z35,B1ON03,Fashion,BOYS ONYX 3 NAVY GREY,"BOYS ONYX 3, 35, NAVY GREY",35,3,BOYS,ONYXV2,ONYX,V0
M1KZ36ON3,M1KZON3,Fashion,BOYS ONYX 3 NAVY GREY,"BOYS ONYX 3, 36, NAVY GREY",36,6,BOYS,ONYXV2,ONYX,V0
B1ON03Z36,B1ON03,Fashion,BOYS ONYX 3 NAVY GREY,"BOYS ONYX 3, 36, NAVY GREY",36,3,BOYS,ONYXV2,ONYX,V0
M1KZ37ON3,M1KZON3,Fashion,BOYS ONYX 3 NAVY GREY,"BOYS ONYX 3, 37, NAVY GREY",37,6,BOYS,ONYXV2,ONYX,V0
B1ON03Z37,B1ON03,Fashion,BOYS ONYX 3 NAVY GREY,"BOYS ONYX 3, 37, NAVY GREY",37,3,BOYS,ONYXV2,ONYX,V0
M1KZ29SP1,M1KZSP1,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 29, BLACK TURQUOISE",29,6,BOYS,STRIPEV2,STRIPE,V0
M5KSP01Z29,M5KSP01,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 29, BLACK TURQUOISE",29,6,BOYS,STRIPEV2,STRIPE,V0
B1SP01Z29,B1SP01,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 29, BLACK TURQUOISE",29,3,BOYS,STRIPEV2,STRIPE,V0
SJ1K03SP1,SJ1KSP1,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 29/30, BLACK TURQUOISE",29/30,5,BOYS,STRIPEV1,STRIPE,V1
M5KSP01Z30,M5KSP01,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 30, BLACK TURQUOISE",30,6,BOYS,STRIPEV2,STRIPE,V0
M1KZ30SP1,M1KZSP1,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 30, BLACK TURQUOISE",30,6,BOYS,STRIPEV2,STRIPE,V0
B1SP01Z30,B1SP01,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 30, BLACK TURQUOISE",30,3,BOYS,STRIPEV2,STRIPE,V0
B1SP01Z31,B1SP01,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 31, BLACK TURQUOISE",31,3,BOYS,STRIPEV2,STRIPE,V0
M5KSP01Z31,M5KSP01,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 31, BLACK TURQUOISE",31,6,BOYS,STRIPEV2,STRIPE,V0
M1KZ31SP1,M1KZSP1,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 31, BLACK TURQUOISE",31,6,BOYS,STRIPEV2,STRIPE,V0
SJ1K04SP1,SJ1KSP1,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 31/32, BLACK TURQUOISE",31/32,5,BOYS,STRIPEV1,STRIPE,V1
M1KZ32SP1,M1KZSP1,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 32, BLACK TURQUOISE",32,6,BOYS,STRIPEV2,STRIPE,V0
B1SP01Z32,B1SP01,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 32, BLACK TURQUOISE",32,3,BOYS,STRIPEV2,STRIPE,V0
M5KSP01Z32,M5KSP01,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 32, BLACK TURQUOISE",32,6,BOYS,STRIPEV2,STRIPE,V0
B1SP01Z33,B1SP01,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 33, BLACK TURQUOISE",33,3,BOYS,STRIPEV2,STRIPE,V0
M1KZ33SP1,M1KZSP1,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 33, BLACK TURQUOISE",33,6,BOYS,STRIPEV2,STRIPE,V0
M5KSP01Z33,M5KSP01,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 33, BLACK TURQUOISE",33,6,BOYS,STRIPEV2,STRIPE,V0
SJ1K05SP1,SJ1KSP1,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 33/34, BLACK TURQUOISE",33/34,5,BOYS,STRIPEV1,STRIPE,V1
M1KZ34SP1,M1KZSP1,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 34, BLACK TURQUOISE",34,6,BOYS,STRIPEV2,STRIPE,V0
M5KSP01Z34,M5KSP01,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 34, BLACK TURQUOISE",34,6,BOYS,STRIPEV2,STRIPE,V0
B1SP01Z34,B1SP01,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 34, BLACK TURQUOISE",34,3,BOYS,STRIPEV2,STRIPE,V0
SJ1K06SP1,SJ1KSP1,Jepit,BOYS STRIPE 1 BLACK TURQUOISE,"BOYS STRIPE 1, 35/36, BLACK TURQUOISE",35/36,5,BOYS,STRIPEV1,STRIPE,V1
B1SP02Z29,B1SP02,Jepit,BOYS STRIPE 2 NAVY RED,"BOYS STRIPE 2, 29, NAVY RED",29,3,BOYS,STRIPEV2,STRIPE,V0
M5KSP02Z29,M5KSP02,Jepit,BOYS STRIPE 2 NAVY RED,"BOYS STRIPE 2, 29, NAVY RED",29,3,BOYS,STRIPEV2,STRIPE,V0
SJ1K03SP2,SJ1KSP2,Jepit,BOYS STRIPE 2 NAVY RED,"BOYS STRIPE 2, 29/30, NAVY RED",29/30,5,BOYS,STRIPEV1,STRIPE,V1
M5KSP02Z30,M5KSP02,Jepit,BOYS STRIPE 2 NAVY RED,"BOYS STRIPE 2, 30, NAVY RED",30,3,BOYS,STRIPEV2,STRIPE,V0
B1SP02Z30,B1SP02,Jepit,BOYS STRIPE 2 NAVY RED,"BOYS STRIPE 2, 30, NAVY RED",30,3,BOYS,STRIPEV2,STRIPE,V0
M5KSP02Z31,M5KSP02,Jepit,BOYS STRIPE 2 NAVY RED,"BOYS STRIPE 2, 31, NAVY RED",31,3,BOYS,STRIPEV2,STRIPE,V0
B1SP02Z31,B1SP02,Jepit,BOYS STRIPE 2 NAVY RED,"BOYS STRIPE 2, 31, NAVY RED",31,3,BOYS,STRIPEV2,STRIPE,V0
SJ1K04SP2,SJ1KSP2,Jepit,BOYS STRIPE 2 NAVY RED,"BOYS STRIPE 2, 31/32, NAVY RED",31/32,5,BOYS,STRIPEV1,STRIPE,V1
M5KSP02Z32,M5KSP02,Jepit,BOYS STRIPE 2 NAVY RED,"BOYS STRIPE 2, 32, NAVY RED",32,3,BOYS,STRIPEV2,STRIPE,V0
B1SP02Z32,B1SP02,Jepit,BOYS STRIPE 2 NAVY RED,"BOYS STRIPE 2, 32, NAVY RED",32,3,BOYS,STRIPEV2,STRIPE,V0
M5KSP02Z33,M5KSP02,Jepit,BOYS STRIPE 2 NAVY RED,"BOYS STRIPE 2, 33, NAVY RED",33,3,BOYS,STRIPEV2,STRIPE,V0
B1SP02Z33,B1SP02,Jepit,BOYS STRIPE 2 NAVY RED,"BOYS STRIPE 2, 33, NAVY RED",33,3,BOYS,STRIPEV2,STRIPE,V0
SJ1K05SP2,SJ1KSP2,Jepit,BOYS STRIPE 2 NAVY RED,"BOYS STRIPE 2, 33/34, NAVY RED",33/34,5,BOYS,STRIPEV1,STRIPE,V1
M5KSP02Z34,M5KSP02,Jepit,BOYS STRIPE 2 NAVY RED,"BOYS STRIPE 2, 34, NAVY RED",34,3,BOYS,STRIPEV2,STRIPE,V0
B1SP02Z34,B1SP02,Jepit,BOYS STRIPE 2 NAVY RED,"BOYS STRIPE 2, 34, NAVY RED",34,3,BOYS,STRIPEV2,STRIPE,V0
SJ1K06SP2,SJ1KSP2,Jepit,BOYS STRIPE 2 NAVY RED,"BOYS STRIPE 2, 35/36, NAVY RED",35/36,5,BOYS,STRIPEV1,STRIPE,V1
SJ1K03SP3,SJ1KSP3,Jepit,BOYS STRIPE 3 RED NAVY,"BOYS STRIPE 3, 29/30, RED NAVY",29/30,5,BOYS,STRIPEV1,STRIPE,V1
SJ1K04SP3,SJ1KSP3,Jepit,BOYS STRIPE 3 RED NAVY,"BOYS STRIPE 3, 31/32, RED NAVY",31/32,5,BOYS,STRIPEV1,STRIPE,V1
SJ1K05SP3,SJ1KSP3,Jepit,BOYS STRIPE 3 RED NAVY,"BOYS STRIPE 3, 33/34, RED NAVY",33/34,5,BOYS,STRIPEV1,STRIPE,V1
SJ1K06SP3,SJ1KSP3,Jepit,BOYS STRIPE 3 RED NAVY,"BOYS STRIPE 3, 35/36, RED NAVY",35/36,5,BOYS,STRIPEV1,STRIPE,V1
SJ1K03SP4,SJ1KSP4,Jepit,BOYS STRIPE 4 GRAY ORANGE,"BOYS STRIPE 4, 29/30, GRAY ORANGE",29/30,5,BOYS,STRIPEV1,STRIPE,V1
SJ1K04SP4,SJ1KSP4,Jepit,BOYS STRIPE 4 GRAY ORANGE,"BOYS STRIPE 4, 31/32, GRAY ORANGE",31/32,5,BOYS,STRIPEV1,STRIPE,V1
SJ1K05SP4,SJ1KSP4,Jepit,BOYS STRIPE 4 GRAY ORANGE,"BOYS STRIPE 4, 33/34, GRAY ORANGE",33/34,5,BOYS,STRIPEV1,STRIPE,V1
SJ1K06SP4,SJ1KSP4,Jepit,BOYS STRIPE 4 GRAY ORANGE,"BOYS STRIPE 4, 35/36, GRAY ORANGE",35/36,5,BOYS,STRIPEV1,STRIPE,V1
SJ1K03SP5,SJ1KSP5,Jepit,BOYS STRIPE 5 TANGERINE0BLUE,"BOYS STRIPE 5, 29/30, TANGERINE0BLUE",29/30,5,BOYS,STRIPEV1,STRIPE,V1
SJ1K04SP5,SJ1KSP5,Jepit,BOYS STRIPE 5 TANGERINE0BLUE,"BOYS STRIPE 5, 31/32, TANGERINE0BLUE",31/32,5,BOYS,STRIPEV1,STRIPE,V1
SJ1K05SP5,SJ1KSP5,Jepit,BOYS STRIPE 5 TANGERINE0BLUE,"BOYS STRIPE 5, 33/34, TANGERINE0BLUE",33/34,5,BOYS,STRIPEV1,STRIPE,V1
SJ1K06SP5,SJ1KSP5,Jepit,BOYS STRIPE 5 TANGERINE0BLUE,"BOYS STRIPE 5, 35/36, TANGERINE0BLUE",35/36,5,BOYS,STRIPEV1,STRIPE,V1
SJ1K03SP6,SJ1KSP6,Jepit,BOYS STRIPE 6 MOSAIC0BLUE0NAVY,"BOYS STRIPE 6, 29/30, MOSAIC0BLUE0NAVY",29/30,5,BOYS,STRIPEV1,STRIPE,V1
SJ1K04SP6,SJ1KSP6,Jepit,BOYS STRIPE 6 MOSAIC0BLUE0NAVY,"BOYS STRIPE 6, 31/32, MOSAIC0BLUE0NAVY",31/32,5,BOYS,STRIPEV1,STRIPE,V1
SJ1K05SP6,SJ1KSP6,Jepit,BOYS STRIPE 6 MOSAIC0BLUE0NAVY,"BOYS STRIPE 6, 33/34, MOSAIC0BLUE0NAVY",33/34,5,BOYS,STRIPEV1,STRIPE,V1
SJ1K06SP6,SJ1KSP6,Jepit,BOYS STRIPE 6 MOSAIC0BLUE0NAVY,"BOYS STRIPE 6, 35/36, MOSAIC0BLUE0NAVY",35/36,5,BOYS,STRIPEV1,STRIPE,V1
E2AZ36EA10,E2AZEA10,Fashion,LADIES ELSA 10 SILVER NAVY,"LADIES ELSA 10, 36, SILVER NAVY",36,1,LADIES,ELSAV2,ELSA,V0
E2AZ37EA10,E2AZEA10,Fashion,LADIES ELSA 10 SILVER NAVY,"LADIES ELSA 10, 37, SILVER NAVY",37,1,LADIES,ELSAV2,ELSA,V0
E2AZ38EA10,E2AZEA10,Fashion,LADIES ELSA 10 SILVER NAVY,"LADIES ELSA 10, 38, SILVER NAVY",38,1,LADIES,ELSAV2,ELSA,V0
E2AZ39EA10,E2AZEA10,Fashion,LADIES ELSA 10 SILVER NAVY,"LADIES ELSA 10, 39, SILVER NAVY",39,1,LADIES,ELSAV2,ELSA,V0
E2AZ40EA10,E2AZEA10,Fashion,LADIES ELSA 10 SILVER NAVY,"LADIES ELSA 10, 40, SILVER NAVY",40,1,LADIES,ELSAV2,ELSA,V0
E2AZ36EA11,E2AZEA11,Fashion,LADIES ELSA 11 GINGER SNAP,"LADIES ELSA 11, 36, GINGER SNAP",36,1,LADIES,ELSAV2,ELSA,V0
E2AZ37EA11,E2AZEA11,Fashion,LADIES ELSA 11 GINGER SNAP,"LADIES ELSA 11, 37, GINGER SNAP",37,1,LADIES,ELSAV2,ELSA,V0
E2AZ38EA11,E2AZEA11,Fashion,LADIES ELSA 11 GINGER SNAP,"LADIES ELSA 11, 38, GINGER SNAP",38,1,LADIES,ELSAV2,ELSA,V0
E2AZ39EA11,E2AZEA11,Fashion,LADIES ELSA 11 GINGER SNAP,"LADIES ELSA 11, 39, GINGER SNAP",39,1,LADIES,ELSAV2,ELSA,V0
E2AZ40EA11,E2AZEA11,Fashion,LADIES ELSA 11 GINGER SNAP,"LADIES ELSA 11, 40, GINGER SNAP",40,1,LADIES,ELSAV2,ELSA,V0
E2AZ36EA8,E2AZEA8,Fashion,LADIES ELSA 8 SILVER BLACK,"LADIES ELSA 8, 36, SILVER BLACK",36,1,LADIES,ELSAV2,ELSA,V0
E2AZ37EA8,E2AZEA8,Fashion,LADIES ELSA 8 SILVER BLACK,"LADIES ELSA 8, 37, SILVER BLACK",37,1,LADIES,ELSAV2,ELSA,V0
E2AZ38EA8,E2AZEA8,Fashion,LADIES ELSA 8 SILVER BLACK,"LADIES ELSA 8, 38, SILVER BLACK",38,1,LADIES,ELSAV2,ELSA,V0
E2AZ39EA8,E2AZEA8,Fashion,LADIES ELSA 8 SILVER BLACK,"LADIES ELSA 8, 39, SILVER BLACK",39,1,LADIES,ELSAV2,ELSA,V0
