;;CV MAKMUR BESAR BERSAMA;;;;;;;;
;;Kuantitas Barang per Gudang;;;;;;;;
;;Per Tgl. 19 Jan 2026;;;;;;;;
;;"Cabang : Kantor Pusat, Baby, Bali Area, Jakarta, Jawa Timur, Lombok NTT, NTT, Online, Papua, Gudang : Warehouse Jakarta, Ware ...";;;;;;;;
Nama Barang;;;Kode Barang;Warehouse Bali Gatsu - Box;Warehouse Bali Gatsu - Protolan;Warehouse Jakarta;Warehouse Pusat;Warehouse Pusat Reject;Total Nama Gudang;
;;;L1CAV101Z38;"0,";"0,";"0,";"-4,";"0,";"-4,";
;;;L1CAV201Z38;"-42,";"0,";"-9,";"-60,";"0,";"-111,";
;;;Total Kode Barang;"-42,";"0,";"-9,";"-64,";"0,";"-115,";
"LADIES CLASSIC 1, 39, JET BLACK";;;L1CA01Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV101Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV201Z39;"-56,";"0,";"-12,";"-80,";"0,";"-148,";
;;;Total Kode Barang;"-56,";"0,";"-12,";"-80,";"0,";"-148,";
"LADIES CLASSIC 1, 40, JET BLACK";;;L1CAV101Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV201Z40;"-28,";"0,";"-6,";"-40,";"0,";"-74,";
;;;Total Kode Barang;"-28,";"0,";"-6,";"-40,";"0,";"-74,";
"LADIES CLASSIC 1, 41, JET BLACK";;;L1CAV101Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV201Z41;"-14,";"0,";"-3,";"-20,";"0,";"-37,";
;;;Total Kode Barang;"-14,";"0,";"-3,";"-20,";"0,";"-37,";
"LADIES CLASSIC 22, 36, NAVY NAVY";;;L1CAV122Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV222Z36;"-7,";"0,";"-4,";"-3,";"0,";"-14,";
;;;Total Kode Barang;"-7,";"0,";"-4,";"-3,";"0,";"-14,";
"LADIES CLASSIC 22, 37, NAVY NAVY";;;L1CAV122Z37;"0,";"0,";"0,";"-3,";"0,";"-3,";
;;;L1CAV222Z37;"-7,";"0,";"-4,";"-3,";"0,";"-14,";
;;;Total Kode Barang;"-7,";"0,";"-4,";"-6,";"0,";"-17,";
"LADIES CLASSIC 22, 38, NAVY NAVY";;;L1CAV122Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV222Z38;"-21,";"0,";"-12,";"-9,";"0,";"-42,";
;;;Total Kode Barang;"-21,";"0,";"-12,";"-9,";"0,";"-42,";
"LADIES CLASSIC 22, 39, NAVY NAVY";;;L1CAV122Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV222Z39;"-28,";"0,";"-16,";"-12,";"0,";"-56,";
;;;L3CA22Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"-28,";"0,";"-16,";"-12,";"0,";"-56,";
"LADIES CLASSIC 22, 40, NAVY NAVY";;;L1CAV122Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV222Z40;"-14,";"0,";"-8,";"-6,";"0,";"-28,";
;;;Total Kode Barang;"-14,";"0,";"-8,";"-6,";"0,";"-28,";
"LADIES CLASSIC 22, 41, NAVY NAVY";;;L1CAV122Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV222Z41;"-7,";"0,";"-4,";"-3,";"0,";"-14,";
;;;Total Kode Barang;"-7,";"0,";"-4,";"-3,";"0,";"-14,";
"LADIES CLASSIC 23, 36, NAVY GREY";;;L1CA23Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV123Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV223Z36;"-4,";"0,";"0,";"-4,";"0,";"-8,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-4,";"0,";"-8,";
"LADIES CLASSIC 23, 37, NAVY GREY";;;L1CA23Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV123Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV223Z37;"-4,";"0,";"0,";"-4,";"0,";"-8,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-4,";"0,";"-8,";
"LADIES CLASSIC 23, 38, NAVY GREY";;;L1CA23Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV123Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV223Z38;"-12,";"0,";"0,";"-12,";"0,";"-24,";
;;;Total Kode Barang;"-12,";"0,";"0,";"-12,";"0,";"-24,";
"LADIES CLASSIC 23, 39, NAVY GREY";;;L1CA23Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV123Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV223Z39;"-16,";"0,";"0,";"-16,";"0,";"-32,";
;;;Total Kode Barang;"-16,";"0,";"0,";"-16,";"0,";"-32,";
"LADIES CLASSIC 23, 40, NAVY GREY";;;L1CA23Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV123Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV223Z40;"-8,";"0,";"0,";"-8,";"0,";"-16,";
;;;Total Kode Barang;"-8,";"0,";"0,";"-8,";"0,";"-16,";
"LADIES CLASSIC 23, 41, NAVY GREY";;;L1CA23Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV123Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV223Z41;"-4,";"0,";"0,";"-4,";"0,";"-8,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-4,";"0,";"-8,";
"LADIES CLASSIC 25, 36, DARK GREY";;;L1CAV225Z36;"-2,";"0,";"0,";"-6,";"0,";"-8,";
;;;L2AZ36CA25;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-6,";"0,";"-8,";
"LADIES CLASSIC 25, 37, DARK GREY";;;L1CAV225Z37;"-2,";"0,";"0,";"-6,";"0,";"-8,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-6,";"0,";"-8,";
"LADIES CLASSIC 25, 38, DARK GREY";;;L1CAV225Z38;"-6,";"0,";"0,";"-18,";"0,";"-24,";
;;;Total Kode Barang;"-6,";"0,";"0,";"-18,";"0,";"-24,";
"LADIES CLASSIC 25, 39, DARK GREY";;;L1CAV225Z39;"-8,";"0,";"0,";"-24,";"0,";"-32,";
;;;Total Kode Barang;"-8,";"0,";"0,";"-24,";"0,";"-32,";
"LADIES CLASSIC 25, 40, DARK GREY";;;L1CAV225Z40;"-4,";"0,";"0,";"-12,";"0,";"-16,";
;;;L2AZ40CA25;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-12,";"0,";"-16,";
"LADIES CLASSIC 25, 41, DARK GREY";;;L1CA25Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV225Z41;"-2,";"0,";"0,";"-6,";"0,";"-8,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-6,";"0,";"-8,";
"LADIES CLASSIC 26, 36, LIGHT GREY";;;L1CA26Z36;"0,";"0,";"0,";"-4,";"0,";"-4,";
;;;L1CAV226Z36;"-4,";"0,";"0,";"-11,";"0,";"-15,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-15,";"0,";"-19,";
"LADIES CLASSIC 26, 37, LIGHT GREY";;;L1CA26Z37;"0,";"0,";"0,";"-6,";"0,";"-6,";
;;;L1CAV226Z37;"-4,";"0,";"0,";"-11,";"0,";"-15,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-17,";"0,";"-21,";
"LADIES CLASSIC 26, 38, LIGHT GREY";;;L1CAV226Z38;"-12,";"0,";"0,";"-33,";"0,";"-45,";
;;;Total Kode Barang;"-12,";"0,";"0,";"-33,";"0,";"-45,";
"LADIES CLASSIC 26, 39, LIGHT GREY";;;L1CAV226Z39;"-16,";"0,";"-4,";"-44,";"0,";"-64,";
;;;Total Kode Barang;"-16,";"0,";"-4,";"-44,";"0,";"-64,";
"LADIES CLASSIC 26, 40, LIGHT GREY";;;L1CAV226Z40;"-8,";"0,";"4,";"-22,";"0,";"-26,";
;;;Total Kode Barang;"-8,";"0,";"4,";"-22,";"0,";"-26,";
"LADIES CLASSIC 26, 41, LIGHT GREY";;;L1CAV226Z41;"-4,";"0,";"0,";"-11,";"0,";"-15,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-11,";"0,";"-15,";
"LADIES CLASSIC 28, 36, BALLET ROSE";;;L2AZ36CA28;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC 29, 36, NAVY HOTPINK";;;L1CAV129Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV229Z36;"11,";"0,";"-1,";"-6,";"0,";"4,";
;;;Total Kode Barang;"11,";"0,";"-1,";"-6,";"0,";"4,";
"LADIES CLASSIC 29, 37, NAVY HOTPINK";;;L1CAV129Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV229Z37;"11,";"0,";"-1,";"-6,";"0,";"4,";
;;;Total Kode Barang;"11,";"0,";"-1,";"-6,";"0,";"4,";
"LADIES CLASSIC 29, 38, NAVY HOTPINK";;;L1CAV129Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV229Z38;"33,";"0,";"-3,";"-18,";"0,";"12,";
;;;Total Kode Barang;"33,";"0,";"-3,";"-18,";"0,";"12,";
"LADIES CLASSIC 29, 39, NAVY HOTPINK";;;L1CAV129Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV229Z39;"44,";"0,";"-4,";"-24,";"0,";"16,";
;;;Total Kode Barang;"44,";"0,";"-4,";"-24,";"0,";"16,";
"LADIES CLASSIC 29, 40, NAVY HOTPINK";;;L1CAV129Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV229Z40;"22,";"0,";"-2,";"-12,";"0,";"8,";
;;;Total Kode Barang;"22,";"0,";"-2,";"-12,";"0,";"8,";
"LADIES CLASSIC 29, 41, NAVY HOTPINK";;;L1CAV129Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV229Z41;"11,";"0,";"-1,";"-6,";"0,";"4,";
;;;Total Kode Barang;"11,";"0,";"-1,";"-6,";"0,";"4,";
"LADIES CLASSIC 30, 37, BLEACH SAND";;;L3CA30Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC 30, 38, BLEACH SAND";;;L3CA30Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC 30, 39, BLEACH SAND";;;L3CA30Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC 32, 36, BLACK STONE";;;L1CAV232Z36;"-3,";"0,";"0,";"0,";"0,";"-3,";
;;;Total Kode Barang;"-3,";"0,";"0,";"0,";"0,";"-3,";
"LADIES CLASSIC 32, 37, BLACK STONE";;;L1CAV232Z37;"-3,";"0,";"0,";"0,";"0,";"-3,";
;;;Total Kode Barang;"-3,";"0,";"0,";"0,";"0,";"-3,";
"LADIES CLASSIC 32, 38, BLACK STONE";;;L1CAV232Z38;"-9,";"0,";"0,";"0,";"0,";"-9,";
;;;Total Kode Barang;"-9,";"0,";"0,";"0,";"0,";"-9,";
"LADIES CLASSIC 32, 39, BLACK STONE";;;L1CAV232Z39;"-12,";"0,";"0,";"0,";"0,";"-12,";
;;;Total Kode Barang;"-12,";"0,";"0,";"0,";"0,";"-12,";
"LADIES CLASSIC 32, 40, BLACK STONE";;;L1CAV232Z40;"-6,";"0,";"0,";"0,";"0,";"-6,";
;;;Total Kode Barang;"-6,";"0,";"0,";"0,";"0,";"-6,";
"LADIES CLASSIC 32, 41, BLACK STONE";;;L1CAV232Z41;"-3,";"0,";"0,";"0,";"0,";"-3,";
;;;Total Kode Barang;"-3,";"0,";"0,";"0,";"0,";"-3,";
"LADIES CLASSIC 37, 36, NUDE";;;L1CA37Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV137Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV237Z36;"-2,";"0,";"0,";"-7,";"0,";"-9,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-7,";"0,";"-9,";
"LADIES CLASSIC 37, 37, NUDE";;;L1CA37Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV137Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV237Z37;"-2,";"0,";"0,";"-7,";"0,";"-9,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-7,";"0,";"-9,";
"LADIES CLASSIC 37, 38, NUDE";;;L1CA37Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV137Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV237Z38;"-6,";"0,";"0,";"-21,";"0,";"-27,";
;;;Total Kode Barang;"-6,";"0,";"0,";"-21,";"0,";"-27,";
"LADIES CLASSIC 37, 39, NUDE";;;L1CA37Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV137Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV237Z39;"-8,";"0,";"0,";"-28,";"0,";"-36,";
;;;Total Kode Barang;"-8,";"0,";"0,";"-28,";"0,";"-36,";
"LADIES CLASSIC 37, 40, NUDE";;;L1CA37Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV137Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV237Z40;"-6,";"0,";"0,";"-21,";"0,";"-27,";
;;;Total Kode Barang;"-6,";"0,";"0,";"-21,";"0,";"-27,";
"LADIES CLASSIC 38, 36, SAGE";;;L1CAV138Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV238Z36;"-1,";"0,";"0,";"-6,";"0,";"-7,";
;;;Total Kode Barang;"-1,";"0,";"0,";"-6,";"0,";"-7,";
"LADIES CLASSIC 38, 37, SAGE";;;L1CAV138Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV238Z37;"-1,";"0,";"0,";"-6,";"0,";"-7,";
;;;Total Kode Barang;"-1,";"0,";"0,";"-6,";"0,";"-7,";
"LADIES CLASSIC 38, 38, SAGE";;;L1CAV138Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV238Z38;"-3,";"0,";"0,";"-18,";"0,";"-21,";
;;;Total Kode Barang;"-3,";"0,";"0,";"-18,";"0,";"-21,";
"LADIES CLASSIC 38, 39, SAGE";;;L1CAV138Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV238Z39;"-4,";"0,";"0,";"-24,";"0,";"-28,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-24,";"0,";"-28,";
"LADIES CLASSIC 38, 40, SAGE";;;L1CAV138Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV238Z40;"-3,";"0,";"0,";"-18,";"0,";"-21,";
;;;Total Kode Barang;"-3,";"0,";"0,";"-18,";"0,";"-21,";
"LADIES CLASSIC EARTH 31, 36, JADE";;;L1CAV231Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC EARTH 31, 37, JADE";;;L1CAV231Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC EARTH 31, 38, JADE";;;L1CAV231Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC EARTH 31, 39, JADE";;;L1CAV231Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC EARTH 31, 40, JADE";;;L1CAV231Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC EARTH 31, 41, JADE";;;L1CAV231Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC EARTH 34, 36, ROSE";;;L1CAV134Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC EARTH 34, 37, ROSE";;;L1CAV134Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC EARTH 34, 38, ROSE";;;L1CA34Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV134Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC EARTH 34, 39, ROSE";;;L1CAV134Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC EARTH 34, 40, ROSE";;;L1CAV134Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC EARTH 34, 41, ROSE";;;L1CAV134Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC EARTH 35, 36, MACCHIATO";;;L1CAV135Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV235Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC EARTH 35, 37, MACCHIATO";;;L1CAV135Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV235Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC EARTH 35, 38, MACCHIATO";;;L1CAV135Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV235Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC EARTH 35, 39, MACCHIATO";;;L1CA35Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV135Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV235Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC EARTH 35, 40, MACCHIATO";;;L1CAV135Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV235Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC EARTH 35, 41, MACCHIATO";;;L1CAV135Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV235Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC EARTH 36, 36, OCHRE";;;L1CAV136Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV236Z36;"-2,";"0,";"0,";"-8,";"0,";"-10,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-8,";"0,";"-10,";
"LADIES CLASSIC EARTH 36, 37, OCHRE";;;L1CAV136Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV236Z37;"-2,";"0,";"0,";"-8,";"0,";"-10,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-8,";"0,";"-10,";
"LADIES CLASSIC EARTH 36, 38, OCHRE";;;L1CAV136Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV236Z38;"-6,";"0,";"0,";"-24,";"0,";"-30,";
;;;Total Kode Barang;"-6,";"0,";"0,";"-24,";"0,";"-30,";
"LADIES CLASSIC EARTH 36, 39, OCHRE";;;L1CAV136Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV236Z39;"-8,";"0,";"0,";"-32,";"0,";"-40,";
;;;Total Kode Barang;"-8,";"0,";"0,";"-32,";"0,";"-40,";
"LADIES CLASSIC EARTH 36, 40, OCHRE";;;L1CAV136Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV236Z40;"-4,";"0,";"0,";"-16,";"0,";"-20,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-16,";"0,";"-20,";
"LADIES CLASSIC EARTH 36, 41, OCHRE";;;L1CAV136Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CAV236Z41;"-2,";"0,";"0,";"-8,";"0,";"-10,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-8,";"0,";"-10,";
"LADIES CLASSIC METALIC 05, 36, TEAL GREEN";;;L1CMV105Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CMV205Z36;"-6,";"0,";"0,";"0,";"0,";"-6,";
;;;Total Kode Barang;"-6,";"0,";"0,";"0,";"0,";"-6,";
"LADIES CLASSIC METALIC 05, 37, TEAL GREEN";;;L1CMV105Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CMV205Z37;"-6,";"0,";"0,";"0,";"0,";"-6,";
;;;Total Kode Barang;"-6,";"0,";"0,";"0,";"0,";"-6,";
"LADIES CLASSIC METALIC 05, 38, TEAL GREEN";;;L1CMV105Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CMV205Z38;"-18,";"0,";"0,";"0,";"0,";"-18,";
;;;Total Kode Barang;"-18,";"0,";"0,";"0,";"0,";"-18,";
"LADIES CLASSIC METALIC 05, 39, TEAL GREEN";;;L1CMV105Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CMV205Z39;"-24,";"0,";"0,";"0,";"0,";"-24,";
;;;Total Kode Barang;"-24,";"0,";"0,";"0,";"0,";"-24,";
"LADIES CLASSIC METALIC 05, 40, TEAL GREEN";;;L1CMV105Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CMV205Z40;"-12,";"0,";"0,";"0,";"0,";"-12,";
;;;Total Kode Barang;"-12,";"0,";"0,";"0,";"0,";"-12,";
"LADIES CLASSIC METALIC 05, 41, TEAL GREEN";;;L1CMV105Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CMV205Z41;"-6,";"0,";"0,";"0,";"0,";"-6,";
;;;Total Kode Barang;"-6,";"0,";"0,";"0,";"0,";"-6,";
"LADIES CLASSIC METALIC 1, 36, BLACK GOLD";;;L1CMV101Z36;"1,";"0,";"0,";"0,";"0,";"1,";
;;;L1CMV201Z36;"-9,";"0,";"-2,";"-10,";"0,";"-21,";
;;;Total Kode Barang;"-8,";"0,";"-2,";"-10,";"0,";"-20,";
"LADIES CLASSIC METALIC 1, 37, BLACK GOLD";;;L1CMV101Z37;"1,";"0,";"0,";"0,";"0,";"1,";
;;;L1CMV201Z37;"-9,";"0,";"-2,";"-10,";"0,";"-21,";
;;;Total Kode Barang;"-8,";"0,";"-2,";"-10,";"0,";"-20,";
"LADIES CLASSIC METALIC 1, 38, BLACK GOLD";;;L1CMV101Z38;"3,";"0,";"0,";"0,";"0,";"3,";
;;;L1CMV201Z38;"-27,";"0,";"-6,";"-30,";"0,";"-63,";
;;;Total Kode Barang;"-24,";"0,";"-6,";"-30,";"0,";"-60,";
"LADIES CLASSIC METALIC 1, 39, BLACK GOLD";;;L1CMV101Z39;"4,";"0,";"0,";"0,";"0,";"4,";
;;;L1CMV201Z39;"-36,";"0,";"-8,";"-40,";"0,";"-84,";
;;;Total Kode Barang;"-32,";"0,";"-8,";"-40,";"0,";"-80,";
"LADIES CLASSIC METALIC 1, 40, BLACK GOLD";;;L1CMV101Z40;"2,";"0,";"0,";"0,";"0,";"2,";
;;;L1CMV201Z40;"-18,";"0,";"-4,";"-20,";"0,";"-42,";
;;;Total Kode Barang;"-16,";"0,";"-4,";"-20,";"0,";"-40,";
"LADIES CLASSIC METALIC 1, 41, BLACK GOLD";;;L1CMV101Z41;"1,";"0,";"0,";"0,";"0,";"1,";
;;;L1CMV201Z41;"-9,";"0,";"-2,";"-10,";"0,";"-21,";
;;;Total Kode Barang;"-8,";"0,";"-2,";"-10,";"0,";"-20,";
"LADIES CLASSIC METALIC 2, 36, BLEACH SAND";;;L1CMV102Z36;"5,";"0,";"0,";"0,";"0,";"5,";
;;;L1CMV202Z36;"-5,";"0,";"-1,";"-11,";"0,";"-17,";
;;;Total Kode Barang;"0,";"0,";"-1,";"-11,";"0,";"-12,";
"LADIES CLASSIC METALIC 2, 37, BLEACH SAND";;;L1CMV102Z37;"5,";"0,";"0,";"0,";"0,";"5,";
;;;L1CMV202Z37;"-5,";"0,";"-1,";"-11,";"0,";"-17,";
;;;Total Kode Barang;"0,";"0,";"-1,";"-11,";"0,";"-12,";
"LADIES CLASSIC METALIC 2, 38, BLEACH SAND";;;L1CMV102Z38;"15,";"0,";"0,";"0,";"0,";"15,";
;;;L1CMV202Z38;"-15,";"0,";"-3,";"-33,";"0,";"-51,";
;;;Total Kode Barang;"0,";"0,";"-3,";"-33,";"0,";"-36,";
"LADIES CLASSIC METALIC 2, 39, BLEACH SAND";;;L1CMV102Z39;"20,";"0,";"0,";"0,";"0,";"20,";
;;;L1CMV202Z39;"-20,";"0,";"-4,";"-44,";"0,";"-68,";
;;;Total Kode Barang;"0,";"0,";"-4,";"-44,";"0,";"-48,";
"LADIES CLASSIC METALIC 2, 40, BLEACH SAND";;;L1CMV102Z40;"10,";"0,";"0,";"0,";"0,";"10,";
;;;L1CMV202Z40;"-10,";"0,";"-2,";"-22,";"0,";"-34,";
;;;Total Kode Barang;"0,";"0,";"-2,";"-22,";"0,";"-24,";
"LADIES CLASSIC METALIC 2, 41, BLEACH SAND";;;L1CMV102Z41;"5,";"0,";"0,";"0,";"0,";"5,";
;;;L1CMV202Z41;"-5,";"0,";"-1,";"-11,";"0,";"-17,";
;;;Total Kode Barang;"0,";"0,";"-1,";"-11,";"0,";"-12,";
"LADIES CLASSIC METALIC 3, 36, BALLET ROSE";;;L1CMV103Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CMV203Z36;"-2,";"0,";"0,";"-6,";"0,";"-8,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-6,";"0,";"-8,";
"LADIES CLASSIC METALIC 3, 37, BALLET ROSE";;;L1CM03Z37;"0,";"0,";"0,";"-2,";"0,";"-2,";
;;;L1CMV103Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CMV203Z37;"-2,";"0,";"0,";"-6,";"0,";"-8,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-8,";"0,";"-10,";
"LADIES CLASSIC METALIC 3, 38, BALLET ROSE";;;L1CM03Z38;"0,";"0,";"0,";"-3,";"0,";"-3,";
;;;L1CMV103Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CMV203Z38;"-6,";"0,";"0,";"-18,";"0,";"-24,";
;;;Total Kode Barang;"-6,";"0,";"0,";"-21,";"0,";"-27,";
